variant_id,variant_group,function,dimension,noise_sigma,baseline_delta,variant_delta,delta_change_vs_baseline,is_p1_target,is_p2_check,p1_improved,p2_less_negative
thctl_005_020,threshold_control,rosenbrock,40,0.1,-67.62009211594906,-5.783210414965396,61.83688170098367,False,False,False,True
thctl_005_020,threshold_control,rosenbrock,40,0.2,-64.83059169289834,2.689001869839501,67.51959356273784,False,False,False,True
thctl_005_020,threshold_control,sphere,10,0.0,0.0182942847429511,0.0185516875569764,0.0002574028140252989,True,False,False,True
thctl_005_020,threshold_control,sphere,10,0.1,0.0570608013696232,0.0530715913574442,-0.003989210012179001,True,False,True,False
thctl_005_020,threshold_control,sphere,10,0.2,0.0700481636406968,0.0579065324092287,-0.012141631231468095,True,False,True,False
thctl_005_020,threshold_control,sphere,20,0.0,0.2788117941284454,0.2884107481877447,0.00959895405929928,True,False,False,True
thctl_005_020,threshold_control,sphere,20,0.1,0.3169620104504939,0.3223847571294063,0.005422746678912405,True,False,False,True
thctl_005_020,threshold_control,sphere,20,0.2,0.314051758734625,0.3167883020374787,0.0027365433028537223,True,False,False,True
thctl_005_020,threshold_control,sphere,40,0.0,1.1681417571731654,2.715378017829031,1.5472362606558656,False,False,False,True
thctl_005_020,threshold_control,sphere,40,0.1,1.1289715889764125,2.5758369165619577,1.4468653275855452,False,False,False,True
thctl_005_020,threshold_control,sphere,40,0.2,1.0112006513862672,2.6318193675052095,1.6206187161189423,False,False,False,True
thctl_012_030,threshold_control,ellipsoid_cond1e6,10,0.0,-183.1346473157025,-236.9923905360337,-53.8577432203312,False,False,True,False
thctl_012_030,threshold_control,ellipsoid_cond1e6,10,0.1,-296.62265260187456,-237.04027606327463,59.58237653859993,False,False,False,True
thctl_012_030,threshold_control,ellipsoid_cond1e6,10,0.2,-165.06003099436293,-237.14920232893888,-72.08917133457595,False,False,True,False
thctl_012_030,threshold_control,ellipsoid_cond1e6,20,0.0,-37674.6447805527,-45232.73534115654,-7558.090560603843,False,False,True,False
thctl_012_030,threshold_control,ellipsoid_cond1e6,20,0.1,-37674.74856099834,-45232.65860795653,-7557.91004695819,False,False,True,False
thctl_012_030,threshold_control,ellipsoid_cond1e6,20,0.2,-37674.65207957549,-45232.3527741946,-7557.70069461911,False,False,True,False
thctl_012_030,threshold_control,ellipsoid_cond1e6,40,0.0,-620317.3470573493,-651541.3415637426,-31223.994506393326,False,True,True,False
thctl_012_030,threshold_control,ellipsoid_cond1e6,40,0.1,-620317.4553029037,-651541.2004304789,-31223.74512757524,False,True,True,False
thctl_012_030,threshold_control,ellipsoid_cond1e6,40,0.2,-620317.0468367639,-651541.2771544297,-31224.230317665846,False,True,True,False
thctl_012_030,threshold_control,rastrigin,10,0.0,-6.481236128559136,-5.0821266381228085,1.3991094904363273,False,False,False,True
thctl_012_030,threshold_control,rastrigin,10,0.1,-3.3382561243420232,-5.416632573323979,-2.078376448981956,False,False,True,False
thctl_012_030,threshold_control,rastrigin,10,0.2,-5.069016704637309,-5.207128102817789,-0.13811139818048002,False,False,True,False
thctl_012_030,threshold_control,rastrigin,20,0.0,-38.84128583220361,-34.85642096743687,3.9848648647667417,False,False,False,True
thctl_012_030,threshold_control,rastrigin,20,0.1,-35.1046767249787,-35.24193784117196,-0.1372611161932582,False,False,True,False
thctl_012_030,threshold_control,rastrigin,20,0.2,-31.2629414450224,-30.865586633693137,0.39735481132926154,False,False,False,True
thctl_012_030,threshold_control,rastrigin,40,0.0,-48.63559840001883,-41.62593942989582,7.009658970123006,False,False,False,True
thctl_012_030,threshold_control,rastrigin,40,0.1,-33.246049739603365,-32.65494177329418,0.5911079663091812,False,False,False,True
thctl_012_030,threshold_control,rastrigin,40,0.2,-36.96853760624393,-38.33834855861099,-1.369810952367061,False,False,True,False
thctl_012_030,threshold_control,rosenbrock,10,0.0,2.1667428996053584,2.4428395752536707,0.2760966756483123,True,False,False,True
thctl_012_030,threshold_control,rosenbrock,10,0.1,2.0156707156372624,2.0633976855215788,0.04772696988431635,True,False,False,True
thctl_012_030,threshold_control,rosenbrock,10,0.2,1.9687512311536377,1.950759221682276,-0.017992009471361703,True,False,True,False
thctl_012_030,threshold_control,rosenbrock,20,0.0,28.988317206678627,31.113648630684896,2.1253314240062693,True,False,False,True
thctl_012_030,threshold_control,rosenbrock,20,0.1,27.940058249224585,29.72556719952259,1.7855089502980057,True,False,False,True
thctl_012_030,threshold_control,rosenbrock,20,0.2,28.174663946019255,28.85301894505034,0.678354999031086,True,False,False,True
thctl_012_030,threshold_control,rosenbrock,40,0.0,-62.47905884580223,-140.37550744163238,-77.89644859583015,False,False,True,False
thctl_012_030,threshold_control,rosenbrock,40,0.1,-67.62009211594906,-150.36008296894352,-82.73999085299445,False,False,True,False
thctl_012_030,threshold_control,rosenbrock,40,0.2,-64.83059169289834,-159.2126006520925,-94.38200895919417,False,False,True,False
thctl_012_030,threshold_control,sphere,10,0.0,0.0182942847429511,0.0191366865119971,0.0008424017690460001,True,False,False,True
thctl_012_030,threshold_control,sphere,10,0.1,0.0570608013696232,0.0634526126861243,0.0063918113165011,True,False,False,True
thctl_012_030,threshold_control,sphere,10,0.2,0.0700481636406968,0.0532456800267105,-0.0168024836139863,True,False,True,False
thctl_012_030,threshold_control,sphere,20,0.0,0.2788117941284454,0.2789864639337736,0.00017466980532815368,True,False,False,True
thctl_012_030,threshold_control,sphere,20,0.1,0.3169620104504939,0.3011196807156031,-0.015842329734890803,True,False,True,False
thctl_012_030,threshold_control,sphere,20,0.2,0.314051758734625,0.2876144651745814,-0.026437293560043595,True,False,True,False
thctl_012_030,threshold_control,sphere,40,0.0,1.1681417571731654,0.4071447153144458,-0.7609970418587195,False,False,True,False
thctl_012_030,threshold_control,sphere,40,0.1,1.1289715889764125,0.5177330766215456,-0.6112385123548669,False,False,True,False
thctl_012_030,threshold_control,sphere,40,0.2,1.0112006513862672,0.2799354570395953,-0.7312651943466719,False,False,True,False
thctl_016_035,threshold_control,ellipsoid_cond1e6,10,0.0,-183.1346473157025,-75.54231798030492,107.59232933539758,False,False,False,True
thctl_016_035,threshold_control,ellipsoid_cond1e6,10,0.1,-296.62265260187456,-160.68042422221146,135.9422283796631,False,False,False,True
thctl_016_035,threshold_control,ellipsoid_cond1e6,10,0.2,-165.06003099436293,-171.9340530601037,-6.874022065740775,False,False,True,False
thctl_016_035,threshold_control,ellipsoid_cond1e6,20,0.0,-37674.6447805527,-41925.39619395131,-4250.7514133986115,False,False,True,False
thctl_016_035,threshold_control,ellipsoid_cond1e6,20,0.1,-37674.74856099834,-41925.413800580005,-4250.665239581664,False,False,True,False
thctl_016_035,threshold_control,ellipsoid_cond1e6,20,0.2,-37674.65207957549,-41925.67753290427,-4251.025453328781,False,False,True,False
thctl_016_035,threshold_control,ellipsoid_cond1e6,40,0.0,-620317.3470573493,-665529.7568936318,-45212.40983628249,False,True,True,False
thctl_016_035,threshold_control,ellipsoid_cond1e6,40,0.1,-620317.4553029037,-665529.7797558547,-45212.324452951085,False,True,True,False
thctl_016_035,threshold_control,ellipsoid_cond1e6,40,0.2,-620317.0468367639,-665530.0729855287,-45213.02614876488,False,True,True,False
thctl_016_035,threshold_control,rastrigin,10,0.0,-6.481236128559136,-7.584706335193005,-1.1034702066338689,False,False,True,False
thctl_016_035,threshold_control,rastrigin,10,0.1,-3.3382561243420232,-1.7283063255043274,1.6099497988376958,False,False,False,True
thctl_016_035,threshold_control,rastrigin,10,0.2,-5.069016704637309,-7.738018062003864,-2.6690013573665547,False,False,True,False
thctl_016_035,threshold_control,rastrigin,20,0.0,-38.84128583220361,-26.998292430800227,11.842993401403383,False,False,False,True
thctl_016_035,threshold_control,rastrigin,20,0.1,-35.1046767249787,-29.877814612727025,5.226862112251677,False,False,False,True
thctl_016_035,threshold_control,rastrigin,20,0.2,-31.2629414450224,-32.06515696883941,-0.8022155238170114,False,False,True,False
thctl_016_035,threshold_control,rastrigin,40,0.0,-48.63559840001883,-34.002609691933,14.632988708085826,False,False,False,True
thctl_016_035,threshold_control,rastrigin,40,0.1,-33.246049739603365,-25.870488952329623,7.375560787273741,False,False,False,True
thctl_016_035,threshold_control,rastrigin,40,0.2,-36.96853760624393,-25.978232605328685,10.990305000915242,False,False,False,True
thctl_016_035,threshold_control,rosenbrock,10,0.0,2.1667428996053584,2.4562142452312177,0.2894713456258593,True,False,False,True
thctl_016_035,threshold_control,rosenbrock,10,0.1,2.0156707156372624,2.1827032065391045,0.16703249090184213,True,False,False,True
thctl_016_035,threshold_control,rosenbrock,10,0.2,1.9687512311536377,2.318547500429127,0.34979626927548946,True,False,False,True
thctl_016_035,threshold_control,rosenbrock,20,0.0,28.988317206678627,26.181134367368657,-2.80718283930997,True,False,True,False
thctl_016_035,threshold_control,rosenbrock,20,0.1,27.940058249224585,23.1381899601768,-4.8018682890477855,True,False,True,False
thctl_016_035,threshold_control,rosenbrock,20,0.2,28.174663946019255,25.053093012797596,-3.1215709332216584,True,False,True,False
thctl_016_035,threshold_control,rosenbrock,40,0.0,-62.47905884580223,-167.32021894206468,-104.84116009626246,False,False,True,False
thctl_016_035,threshold_control,rosenbrock,40,0.1,-67.62009211594906,-169.2931559068925,-101.67306379094344,False,False,True,False
thctl_016_035,threshold_control,rosenbrock,40,0.2,-64.83059169289834,-156.90329081063,-92.07269911773167,False,False,True,False
thctl_016_035,threshold_control,sphere,10,0.0,0.0182942847429511,0.020136507199706,0.0018422224567548988,True,False,False,True
thctl_016_035,threshold_control,sphere,10,0.1,0.0570608013696232,0.0515745271140255,-0.005486274255597702,True,False,True,False
thctl_016_035,threshold_control,sphere,10,0.2,0.0700481636406968,0.0563003336004498,-0.013747830040246996,True,False,True,False
thctl_016_035,threshold_control,sphere,20,0.0,0.2788117941284454,0.2720680561099827,-0.0067437380184627305,True,False,True,False
thctl_016_035,threshold_control,sphere,20,0.1,0.3169620104504939,0.3018033680048971,-0.015158642445596782,True,False,True,False
thctl_016_035,threshold_control,sphere,20,0.2,0.314051758734625,0.2870071911912659,-0.0270445675433591,True,False,True,False
thctl_016_035,threshold_control,sphere,40,0.0,1.1681417571731654,0.1906072771624933,-0.9775344800106721,False,False,True,False
thctl_016_035,threshold_control,sphere,40,0.1,1.1289715889764125,0.1109648973427658,-1.0180066916336468,False,False,True,False
thctl_016_035,threshold_control,sphere,40,0.2,1.0112006513862672,0.0765970209611383,-0.934603630425129,False,False,True,False
